Age,Department,DistanceFromHome,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,YearsAtCompany,WorkLifeBalance,Attrition
59,R&D,18,3,2,10390,No,5,4,No
33,R&D,24,5,2,2824,Yes,14,1,Yes
45,Human Resources,2,2,4,12685,Yes,1,2,No
49,Sales,11,5,1,14668,No,9,4,No
29,Sales,9,1,2,13462,No,11,4,No
49,R&D,12,4,4,13275,No,7,2,No
57,R&D,17,4,2,6057,No,3,2,No
47,Sales,15,3,3,6087,No,4,4,No
29,R&D,25,4,2,2651,No,13,1,Yes
49,Sales,17,1,1,3454,No,6,3,No
49,Human Resources,26,3,2,6854,Yes,3,2,No
58,R&D,29,2,1,13063,No,12,3,No
57,Sales,26,4,3,9660,No,7,4,No
48,R&D,18,3,1,11883,Yes,13,3,Yes
38,Sales,22,1,2,3187,No,6,1,Yes
30,Sales,6,5,4,11001,No,9,4,No
54,R&D,17,5,3,12194,Yes,12,1,No
41,Human Resources,23,1,2,5627,No,5,4,No
34,Sales,24,1,3,9263,No,4,1,Yes
49,Sales,18,5,3,14059,Yes,3,4,Yes
50,Sales,8,3,2,5895,No,10,1,No
34,Human Resources,9,5,2,11505,Yes,1,4,No
56,Human Resources,6,1,4,3345,No,3,1,Yes
27,R&D,5,4,3,3664,Yes,3,4,Yes
39,Human Resources,12,2,3,8404,No,7,1,No
26,R&D,25,4,2,12459,No,7,2,No
46,R&D,29,4,1,7860,Yes,13,3,Yes
23,Human Resources,28,1,2,2854,No,12,4,No
31,R&D,11,5,3,4372,No,1,1,Yes
51,Human Resources,25,3,2,4524,No,3,2,No
26,R&D,1,4,4,5317,No,13,4,No
54,Human Resources,11,5,1,6332,No,8,4,No
22,Human Resources,19,3,2,14967,Yes,9,4,No
39,R&D,9,4,4,10757,Yes,7,3,No
53,Sales,27,3,3,14958,No,7,1,No
32,R&D,2,5,2,14782,No,12,1,No
42,Human Resources,12,2,3,13213,No,11,4,No
47,Sales,4,5,4,5081,No,8,4,No
46,R&D,4,1,3,12082,No,6,4,No
43,R&D,18,3,4,11822,No,11,2,Yes
48,R&D,15,2,4,4986,No,3,4,No
34,Sales,19,3,4,11526,Yes,1,3,No
54,Human Resources,13,3,2,10918,No,7,1,No
55,R&D,19,4,3,14207,No,1,3,Yes
56,R&D,17,1,3,4943,No,1,4,No
22,R&D,6,3,1,11419,Yes,9,2,Yes
42,R&D,16,5,1,14378,No,13,4,Yes
27,R&D,24,5,1,14314,No,10,4,No
49,Human Resources,12,4,1,3536,Yes,7,4,Yes
38,Human Resources,19,1,3,12524,No,13,4,Yes
26,R&D,5,1,4,13432,No,11,4,Yes
52,Sales,17,5,4,11184,No,13,1,Yes
26,Human Resources,26,2,2,9935,No,4,3,No
59,Sales,23,4,4,4048,No,6,2,No
24,Human Resources,26,4,3,11835,Yes,1,4,Yes
44,R&D,29,5,3,7565,Yes,7,2,Yes
58,Human Resources,1,5,3,8996,No,12,1,No
58,R&D,28,2,2,8683,No,6,3,No
31,Human Resources,27,2,1,6457,Yes,4,4,No
31,R&D,25,1,4,5907,No,7,1,No
40,R&D,24,4,3,3139,No,3,1,No
38,R&D,23,4,3,2672,No,1,3,No
42,R&D,10,5,1,8166,Yes,4,4,Yes
35,Sales,15,1,3,6854,No,3,3,No
30,R&D,23,4,4,6459,Yes,1,3,Yes
22,Sales,21,1,2,11208,No,2,2,No
34,Sales,21,1,3,11214,No,11,2,No
25,R&D,11,5,4,12609,No,5,3,No
22,Sales,13,1,3,5386,Yes,8,2,No
53,Human Resources,5,2,1,4664,Yes,1,1,Yes
55,R&D,1,2,3,12621,No,4,3,Yes
49,Sales,24,3,3,6445,No,14,4,No
52,R&D,12,5,2,7735,No,4,4,No
29,R&D,11,3,1,12901,No,5,1,Yes
47,R&D,17,2,1,10246,No,7,4,Yes
55,Sales,4,3,2,14475,No,13,4,No
24,Human Resources,15,5,3,5090,Yes,12,3,No
33,Human Resources,25,5,4,10254,Yes,8,1,Yes
22,Sales,9,1,1,7434,Yes,6,3,Yes
26,R&D,21,4,1,6576,No,1,1,No
51,Sales,20,1,3,7685,No,7,3,No
51,Sales,19,5,3,3593,No,3,3,No
38,Sales,19,2,1,6380,Yes,13,2,Yes
44,R&D,12,2,3,13186,Yes,13,4,No
36,Sales,5,1,4,9059,Yes,13,1,No
58,R&D,10,5,1,13271,No,6,4,No
42,Sales,17,2,4,13180,No,8,2,No
35,Human Resources,5,5,4,5285,No,7,1,No
23,Sales,22,2,3,8565,Yes,10,2,Yes
32,Sales,16,5,4,9039,Yes,6,4,No
59,Human Resources,7,3,3,13450,Yes,9,3,No
55,R&D,28,5,2,4074,Yes,9,2,Yes
59,R&D,9,5,3,8176,No,1,2,No
55,Sales,3,1,4,13065,Yes,1,3,No
39,Human Resources,15,3,2,10560,No,1,4,No
51,R&D,16,4,3,6490,No,8,2,No
36,Sales,18,1,4,7710,No,12,4,Yes
48,Human Resources,14,4,1,7345,No,13,3,No
55,R&D,3,2,1,11785,No,14,1,No
59,R&D,12,4,3,3689,Yes,12,2,Yes
54,Human Resources,9,5,3,5189,No,14,4,No
45,Human Resources,28,4,1,6595,No,10,3,No
36,Human Resources,7,1,4,4375,Yes,7,3,No
51,Human Resources,9,1,4,10268,No,3,2,No
38,Sales,13,4,4,5906,No,13,1,No
26,Human Resources,18,1,3,12479,No,2,2,No
50,R&D,5,1,2,6432,Yes,4,4,Yes
25,R&D,13,4,2,12299,Yes,3,3,No
31,Sales,4,3,2,14440,No,7,1,Yes
38,R&D,2,3,2,10740,Yes,10,4,Yes
31,R&D,16,2,2,7908,No,8,2,Yes
38,Human Resources,9,1,3,6361,No,6,3,Yes
41,R&D,9,4,3,9906,Yes,3,2,No
45,Sales,6,1,2,12872,No,6,1,No
26,Human Resources,11,5,3,13738,No,2,1,No
55,Human Resources,22,1,3,5333,Yes,12,1,No
27,Sales,24,1,2,7785,No,7,1,No
23,Human Resources,22,3,4,12089,No,14,1,No
34,Human Resources,1,4,3,10145,No,11,2,No
32,Sales,4,1,4,14518,No,10,1,No
44,Human Resources,13,3,3,11523,No,14,1,No
37,Sales,23,2,3,13389,No,7,3,No
52,Sales,13,3,2,7277,No,4,1,No
32,R&D,13,3,3,5235,No,13,3,No
37,R&D,2,3,1,10773,No,8,3,No
29,Human Resources,9,1,1,10778,No,4,3,No
25,Human Resources,24,1,2,8868,Yes,7,2,Yes
25,Sales,8,2,4,12755,No,4,2,No
46,Human Resources,7,5,4,3321,No,13,4,No
24,Sales,4,5,4,10025,Yes,12,4,Yes
53,Sales,18,5,1,2662,No,5,3,No
24,Human Resources,3,2,4,10277,Yes,7,2,No
48,Sales,28,5,4,14431,Yes,13,1,Yes
50,R&D,6,5,2,13089,No,14,4,No
53,Human Resources,12,3,4,4432,No,14,2,No
40,R&D,12,1,1,13420,Yes,13,1,Yes
42,Human Resources,21,1,1,6035,No,10,1,No
26,Sales,28,3,1,8456,No,3,2,No
39,Human Resources,8,3,2,5946,Yes,10,4,Yes
49,R&D,22,3,2,5290,No,5,2,No
43,Sales,22,1,3,5207,No,11,4,No
42,Human Resources,1,5,4,10459,No,14,3,No
27,Human Resources,4,3,2,6433,No,3,2,No
22,Human Resources,21,2,1,5885,No,5,2,No
26,R&D,28,3,1,9136,Yes,14,4,No
33,R&D,11,4,2,3422,Yes,3,4,Yes
47,Human Resources,3,3,2,10589,No,11,2,No
55,Sales,13,1,2,12867,No,10,1,No
35,Sales,25,3,3,12274,Yes,11,1,Yes
47,R&D,17,4,1,3064,No,7,1,No
48,Sales,22,2,3,5758,No,13,3,No
30,R&D,22,5,3,13289,Yes,1,3,Yes
47,Human Resources,10,3,4,5000,Yes,9,4,No
43,R&D,21,4,1,7066,No,9,3,No
51,R&D,12,4,1,11679,No,5,1,No
38,Human Resources,15,2,2,9381,Yes,9,2,Yes
47,Sales,21,1,2,6136,No,10,3,No
57,R&D,10,3,4,8530,No,13,3,No
22,R&D,14,4,3,2723,No,6,1,No
29,Human Resources,13,2,2,8797,Yes,5,3,Yes
56,Sales,5,5,2,2850,No,13,4,No
36,R&D,6,4,1,9814,No,3,2,No
43,Human Resources,24,2,1,4428,No,11,1,No
35,R&D,2,1,2,10243,No,11,4,No
47,Human Resources,22,1,1,11040,No,8,1,No
49,Sales,17,4,4,14969,No,4,4,No
44,Sales,4,4,2,7232,No,10,2,No
35,Sales,14,3,1,3517,Yes,13,2,No
45,Sales,10,2,4,4726,Yes,13,4,No
23,R&D,3,4,1,9706,No,3,4,No
47,R&D,25,3,1,9670,Yes,13,4,Yes
35,Sales,3,3,1,8707,Yes,6,4,Yes
28,Sales,15,4,2,14816,No,8,4,Yes
24,Sales,6,1,3,4919,Yes,13,4,No
44,R&D,17,2,1,8740,Yes,9,2,Yes
39,Sales,12,2,4,4393,Yes,14,4,No
59,Sales,22,1,2,7822,No,6,3,No
56,Sales,20,4,2,13732,No,5,2,No
36,Human Resources,24,2,4,12760,No,12,1,No
46,Sales,29,4,1,10218,No,11,2,No
58,Human Resources,11,4,3,9378,No,2,1,No
49,Human Resources,25,3,1,3625,No,2,1,Yes
31,Sales,4,1,4,5617,No,9,3,No
38,Human Resources,26,4,2,6661,No,2,4,Yes
43,Sales,28,5,3,6542,No,2,4,No
47,R&D,26,1,2,6933,Yes,3,2,Yes
46,R&D,6,2,4,12862,Yes,3,4,No
38,R&D,1,3,1,11138,Yes,4,3,Yes
34,R&D,20,2,3,5158,No,7,2,No
41,Human Resources,23,2,2,14054,No,9,2,No
46,Sales,28,1,2,13410,No,2,2,No
25,Sales,16,2,2,5983,Yes,4,4,Yes
31,Sales,15,4,1,5444,No,9,4,No
24,R&D,17,2,3,9710,No,14,4,No
39,R&D,8,3,1,10153,No,2,2,No
57,Sales,28,3,1,11287,No,10,2,No
43,R&D,26,5,1,4486,No,11,1,No
55,Sales,12,3,4,13442,No,13,1,No
29,Sales,27,2,4,3574,No,1,4,No
40,Sales,22,3,4,14661,No,10,2,Yes
58,Sales,21,1,3,6805,Yes,8,4,No
27,Sales,10,3,1,14913,Yes,9,4,Yes
47,Sales,27,4,1,14272,No,7,1,No
55,Sales,15,1,4,5507,Yes,8,3,Yes
27,R&D,9,5,1,3469,No,4,4,No
58,Sales,2,4,1,11272,Yes,4,3,Yes
54,Sales,5,2,2,5324,No,13,3,Yes
43,R&D,6,2,1,14693,No,2,2,No
42,R&D,7,2,2,3711,No,8,2,No
27,R&D,21,4,1,2729,No,11,4,No
27,Sales,25,4,3,6784,No,2,1,No
25,Human Resources,1,4,4,5685,No,9,1,No
51,Human Resources,23,1,2,3001,Yes,14,4,No
32,R&D,26,1,4,12824,No,4,4,No
51,Human Resources,7,2,2,2548,Yes,1,1,Yes
52,R&D,20,3,2,6066,No,13,3,No
45,Sales,25,2,2,5555,No,4,4,No
30,Human Resources,12,5,3,11380,No,3,3,No
24,Sales,16,1,1,2886,No,12,4,No
52,Human Resources,16,4,2,3469,No,6,4,No
58,Sales,11,1,3,14152,No,7,3,No
57,Human Resources,21,4,2,11697,No,8,3,No
45,Sales,4,5,1,8320,No,2,1,No
52,Sales,13,5,2,5552,No,6,4,No
27,Human Resources,7,1,3,14109,No,6,2,No
23,Sales,4,4,1,9897,No,10,2,Yes
41,Sales,15,5,3,4802,No,12,4,No
49,Sales,19,2,1,4783,No,5,4,No
32,Human Resources,9,2,1,12299,No,10,4,No
25,Human Resources,11,4,4,6866,No,10,3,No
36,Sales,8,1,4,2622,Yes,7,2,Yes
27,Sales,1,5,4,9299,No,3,2,No
51,Human Resources,23,1,1,11972,No,4,2,No
59,Human Resources,25,2,2,6227,No,10,4,No
23,Sales,24,5,3,10950,No,13,3,No
36,Sales,8,1,3,11639,No,9,4,No
32,Sales,13,3,3,7458,Yes,4,1,No
29,R&D,22,4,4,3024,No,3,1,No
47,Human Resources,27,4,1,11579,No,14,2,No
26,R&D,4,3,4,10899,Yes,2,4,No
27,Human Resources,8,2,2,14074,Yes,5,1,Yes
47,Human Resources,3,5,1,13486,No,4,1,No
25,Human Resources,29,4,3,2648,No,13,4,No
40,Human Resources,9,3,4,10501,No,13,3,No
41,Human Resources,29,3,4,2937,Yes,8,4,Yes
54,Human Resources,2,2,2,12894,Yes,7,4,No
41,Human Resources,2,2,2,6249,No,6,3,No
33,R&D,28,1,4,13853,No,11,2,No
22,Sales,13,4,2,14593,No,12,2,No
47,Sales,15,1,3,10686,No,2,2,No
35,R&D,28,3,2,6953,Yes,3,3,Yes
59,R&D,23,5,2,13937,No,10,1,Yes
58,R&D,12,5,4,7836,Yes,9,3,No
32,R&D,26,2,4,7051,No,13,4,No
57,Human Resources,4,5,1,5323,No,9,3,No
34,Sales,26,5,1,8228,Yes,5,1,No
24,Human Resources,8,5,4,13962,Yes,14,1,No
54,Sales,9,3,2,11177,Yes,3,4,Yes
27,Sales,23,5,2,10891,No,2,2,No
31,R&D,5,5,1,4482,No,8,1,No
26,Human Resources,24,5,1,9496,Yes,6,1,Yes
44,R&D,20,1,1,12163,No,10,1,No
31,Human Resources,18,3,3,4811,Yes,11,4,No
23,Sales,11,2,3,9725,No,12,1,No
34,R&D,15,1,1,14065,No,7,2,No
23,R&D,28,4,2,12770,No,1,4,No
41,Sales,22,3,1,12213,No,1,2,No
22,Sales,9,3,3,3104,No,10,1,No
58,Sales,17,4,2,10675,No,2,1,No
30,R&D,27,4,3,14540,No,10,2,No
38,Human Resources,26,4,2,14034,No,3,4,Yes
30,R&D,12,2,3,8285,Yes,12,4,No
32,Human Resources,7,5,2,12109,Yes,1,2,Yes
36,R&D,10,3,2,7097,No,14,1,No
45,R&D,25,5,2,10259,No,5,3,No
59,Sales,26,5,2,14567,No,3,2,Yes
56,Human Resources,25,4,4,10032,No,1,2,No
51,R&D,10,2,3,13625,No,8,2,No
52,R&D,27,1,3,11240,No,12,1,No
26,Sales,13,2,4,3338,No,11,4,No
35,Sales,19,5,2,6315,No,6,1,No
32,Human Resources,11,2,2,3347,No,9,2,No
30,R&D,13,4,3,7209,Yes,3,1,No
55,Human Resources,21,1,4,7007,No,9,1,No
33,R&D,8,4,2,9075,No,9,2,No
56,Human Resources,8,1,2,7273,No,12,1,Yes
56,Sales,4,5,2,14946,Yes,13,3,Yes
22,R&D,15,1,1,6968,Yes,12,1,Yes
43,Human Resources,28,1,4,12964,No,1,1,No
50,Sales,11,1,2,7692,No,3,4,No
29,Sales,11,2,1,5820,No,6,4,No
32,Human Resources,1,2,4,13250,No,8,2,No
58,R&D,17,5,2,7198,No,4,2,No
35,R&D,15,1,3,6811,No,5,4,No
51,Sales,20,3,1,12688,Yes,9,3,Yes
56,R&D,6,5,1,6173,No,6,1,No
42,R&D,24,1,2,4064,No,12,3,No
58,R&D,22,1,2,14710,Yes,7,3,Yes
26,Sales,28,2,1,4340,No,7,4,No
40,Human Resources,25,5,3,8558,No,4,2,No
35,R&D,15,1,3,9631,No,4,1,No
47,Sales,9,1,4,13983,No,4,2,No
25,Sales,14,5,2,13579,No,14,3,No
46,Human Resources,18,3,3,3226,Yes,11,3,Yes
46,R&D,26,5,4,11936,No,5,2,No
39,R&D,17,5,3,14152,No,5,2,No
29,Human Resources,18,3,2,9197,No,8,4,No
35,Human Resources,5,5,4,14410,No,9,2,No
53,Sales,20,1,4,11757,Yes,2,2,No
59,Sales,20,5,4,2782,Yes,11,4,Yes
54,Human Resources,9,3,3,3581,No,7,2,No
44,R&D,11,4,2,6385,Yes,1,3,No
36,Sales,24,5,4,5381,No,1,2,No
54,Sales,22,2,1,13276,No,4,1,No
46,R&D,1,1,2,5470,No,10,3,No
38,Sales,18,1,1,11844,No,7,4,No
54,R&D,6,2,1,9485,No,2,3,No
23,R&D,27,2,4,14189,No,11,4,No
35,R&D,2,5,4,3447,Yes,2,1,Yes
27,Human Resources,15,2,3,7260,Yes,1,1,No
27,Human Resources,29,4,3,12409,Yes,10,3,No
24,Human Resources,26,3,3,2566,No,2,2,No
28,R&D,21,2,2,11328,Yes,13,3,Yes
29,R&D,14,2,3,11005,No,7,3,No
36,Human Resources,5,4,1,14089,No,9,1,No
50,Sales,6,1,3,3064,No,6,4,No
54,R&D,6,1,4,12293,Yes,10,3,No
51,Sales,22,5,3,11517,No,2,2,No
48,Sales,18,4,2,6170,Yes,12,1,No
57,R&D,14,3,2,11717,No,10,3,No
50,R&D,10,3,1,4751,No,10,3,No
59,Sales,14,4,2,3304,No,13,2,No
54,Sales,13,3,3,13143,No,9,3,No
58,Human Resources,3,1,4,7131,Yes,7,3,No
48,Human Resources,6,3,2,12083,No,11,3,Yes
54,R&D,29,3,1,3735,No,1,3,Yes
25,Human Resources,8,4,3,9220,No,12,2,No
43,Human Resources,12,4,1,14724,No,9,3,No
23,Human Resources,13,3,2,13972,No,2,3,No
31,Human Resources,11,2,2,9406,No,4,3,No
26,Sales,12,4,1,8516,No,9,1,No
31,R&D,1,5,3,6049,No,4,2,No
54,Human Resources,17,5,2,14892,No,3,1,Yes
59,Sales,16,1,4,10438,No,1,1,No
34,Sales,11,3,2,6641,No,7,2,No
52,Sales,13,2,3,9466,Yes,6,1,No
57,Human Resources,18,1,2,12046,Yes,10,1,Yes
45,Human Resources,11,3,1,7835,No,4,1,Yes
36,R&D,28,4,2,7577,No,6,2,No
50,Human Resources,12,5,2,8111,No,6,3,Yes
29,Human Resources,6,2,3,12528,Yes,13,4,No
26,Sales,9,5,1,10589,Yes,4,4,Yes
50,R&D,16,4,3,5392,No,14,2,No
25,Human Resources,4,3,2,13188,No,13,4,No
33,Human Resources,3,4,4,13275,Yes,6,2,No
23,Sales,28,4,2,13250,No,10,2,No
48,Sales,16,5,3,8077,No,11,4,No
52,Human Resources,24,2,4,6118,No,8,1,No
57,R&D,27,4,3,4059,No,13,3,No
57,R&D,26,5,3,9183,No,3,4,No
47,Sales,25,2,1,4007,No,4,4,No
48,Sales,12,3,4,14763,No,10,4,No
26,Human Resources,11,3,2,4563,Yes,13,4,Yes
41,Sales,5,1,3,6142,No,12,2,No
32,Human Resources,25,5,2,4500,No,14,2,No
31,R&D,18,2,1,3794,No,1,3,No
59,R&D,19,4,1,6565,No,4,3,No
27,Human Resources,23,3,4,13444,No,11,4,No
29,Sales,23,2,1,10514,No,10,4,No
44,R&D,6,5,1,12445,Yes,10,4,Yes
47,Sales,22,1,2,14902,No,12,3,No
33,R&D,18,3,1,4103,No,14,4,No
47,Human Resources,26,2,1,3822,No,9,1,Yes
34,Human Resources,6,2,3,8456,No,8,3,No
39,Human Resources,4,2,1,4941,No,11,1,Yes
46,R&D,12,5,3,3598,Yes,4,4,Yes
54,Sales,19,5,1,7573,No,12,2,No
33,Sales,29,5,1,12197,No,7,1,No
57,Sales,27,4,4,11818,No,10,3,No
25,R&D,29,2,4,10988,No,3,1,No
26,R&D,2,3,3,13741,No,9,3,No
58,R&D,17,5,1,12917,No,10,4,Yes
29,R&D,11,5,2,6287,No,4,1,No
49,R&D,11,2,4,4596,Yes,2,2,No
52,Sales,21,5,2,14301,No,10,1,No
30,R&D,16,4,4,4708,Yes,5,2,Yes
50,R&D,2,4,4,8488,Yes,2,3,No
35,Sales,2,5,1,2675,Yes,14,4,Yes
43,R&D,23,2,4,9669,No,10,4,No
32,Sales,8,2,2,8514,No,6,2,Yes
44,Sales,13,2,4,13194,Yes,11,3,No
22,Human Resources,10,1,3,14691,Yes,10,4,No
58,Human Resources,8,5,1,4167,No,1,3,No
42,Human Resources,4,2,1,13237,Yes,14,2,Yes
47,Human Resources,15,4,3,11367,No,6,2,No
57,R&D,1,3,3,4323,Yes,4,1,No
44,Human Resources,11,3,3,7647,No,3,4,No
22,Sales,7,2,4,3856,No,2,4,No
36,R&D,17,3,1,5572,No,7,1,No
42,Human Resources,27,3,3,5759,No,9,2,No
30,Sales,20,1,4,8699,No,12,2,Yes
30,R&D,24,4,3,3046,Yes,3,2,Yes
31,R&D,18,4,2,7731,No,6,2,No
47,Human Resources,22,1,2,10465,No,9,3,No
56,R&D,29,1,1,4583,Yes,2,4,No
46,Sales,22,3,4,4540,Yes,7,4,Yes
47,R&D,12,5,2,7034,No,5,2,Yes
32,Sales,9,3,2,4252,Yes,5,2,No
59,R&D,5,1,4,12307,No,11,2,No
23,Human Resources,10,4,3,4349,No,7,4,No
28,Sales,4,3,4,5142,No,9,4,No
39,R&D,5,5,3,4100,No,4,2,No
48,R&D,28,3,2,14088,No,9,3,No
55,R&D,28,2,2,6902,Yes,14,1,Yes
48,Sales,10,3,2,14297,No,13,1,No
38,Sales,11,1,1,6299,Yes,11,1,Yes
45,Sales,21,4,1,3118,No,10,4,Yes
46,Human Resources,24,4,1,3632,No,9,4,Yes
28,Human Resources,10,1,4,7991,Yes,13,1,No
27,Sales,28,2,2,8295,No,4,1,No
45,R&D,8,1,2,12807,Yes,3,3,Yes
54,Human Resources,2,3,4,13031,No,2,4,No
50,Sales,23,1,1,13431,No,9,4,No
43,R&D,8,1,4,14968,No,12,1,No
47,Human Resources,16,2,1,10133,Yes,2,3,Yes
49,R&D,27,3,2,3987,No,6,3,Yes
42,R&D,22,5,3,10348,No,5,1,Yes
28,R&D,5,5,1,7509,No,14,1,No
38,R&D,27,4,2,12249,No,5,4,No
41,Human Resources,25,1,2,4613,Yes,4,1,Yes
41,Human Resources,29,4,3,3544,No,6,2,No
43,Human Resources,3,2,2,4931,No,5,3,No
49,Sales,12,5,2,10479,No,11,1,Yes
28,Human Resources,13,1,1,4082,No,4,2,No
22,R&D,13,2,1,3808,No,13,3,No
53,Human Resources,10,2,3,7417,No,9,2,No
34,R&D,4,1,3,11293,Yes,13,2,No
51,Sales,9,2,2,4120,Yes,6,1,Yes
44,R&D,22,1,1,10003,No,11,3,No
40,R&D,24,1,3,7266,No,10,2,No
53,R&D,23,3,3,7862,No,10,4,No
51,Sales,27,4,4,7692,No,13,3,No
50,Human Resources,2,2,3,9122,No,10,4,No
50,Human Resources,19,2,2,8593,Yes,13,1,Yes
51,Sales,1,3,1,9204,No,3,4,No
37,R&D,25,3,3,2600,No,10,3,No
40,Human Resources,29,3,4,9157,Yes,6,2,Yes
39,Sales,7,5,1,8375,Yes,14,2,Yes
22,Human Resources,17,5,3,6771,No,1,3,Yes
35,Sales,3,5,4,2737,Yes,5,2,Yes
23,R&D,20,1,3,9726,No,10,4,No
49,Human Resources,20,2,1,10532,Yes,6,2,Yes
51,Sales,21,4,1,7718,No,11,2,Yes
59,Human Resources,3,1,1,6525,No,8,4,No
25,Human Resources,3,2,2,13610,No,11,4,No
22,Human Resources,17,2,3,8573,Yes,9,4,Yes
29,Human Resources,7,3,2,5042,Yes,11,1,Yes
50,Sales,27,3,1,12695,No,3,4,No
24,R&D,26,1,4,4037,No,2,4,No
53,Sales,14,3,3,3254,Yes,13,1,Yes
31,Sales,17,2,2,14060,Yes,4,2,Yes
31,Sales,18,3,3,12950,No,8,4,No
40,R&D,13,5,4,9896,No,11,3,No
55,Human Resources,20,3,2,14357,Yes,8,4,Yes
54,Human Resources,29,2,1,10323,Yes,3,4,No
44,Human Resources,20,1,2,8007,No,4,1,No
49,R&D,21,4,3,6735,No,3,3,No
53,Human Resources,27,3,3,3040,No,10,2,No
28,R&D,18,2,3,8010,No,2,2,No
50,Human Resources,4,4,3,10961,Yes,4,3,No
29,Human Resources,1,4,1,10426,No,6,4,No
22,Sales,18,5,2,7631,No,11,1,No
24,R&D,1,4,1,14152,No,14,3,No
45,Sales,26,2,1,14100,No,11,3,No
44,Sales,26,2,1,11197,Yes,5,2,No
29,Sales,13,3,3,3629,No,3,1,No
58,R&D,20,3,3,12771,No,2,3,No
24,R&D,20,3,3,5645,No,9,1,No
54,Human Resources,23,4,2,13934,No,1,4,No
49,Sales,10,4,4,11053,Yes,9,2,No
29,Human Resources,27,5,3,6220,No,1,4,No
55,Sales,11,3,2,12148,No,14,1,No
56,R&D,9,1,3,6567,No,7,4,No
53,R&D,9,5,3,6695,No,6,2,No
45,R&D,5,1,1,12373,No,7,1,No
35,Sales,26,4,1,11744,No,3,3,No
53,R&D,1,5,1,9781,Yes,14,4,Yes
37,Sales,17,5,2,5009,Yes,3,2,Yes
25,Human Resources,22,2,4,7516,No,13,3,No
58,Sales,2,4,4,9033,Yes,11,2,No
42,Human Resources,24,4,2,7227,No,1,1,No
35,Sales,13,5,3,3181,No,4,1,No
52,Human Resources,9,4,2,6432,No,12,4,No
39,R&D,29,5,3,12821,Yes,2,2,Yes
28,Human Resources,4,2,2,8060,No,10,2,No
31,R&D,5,5,2,6516,Yes,8,2,Yes
28,R&D,11,4,2,9839,No,3,1,No
54,Human Resources,24,4,4,13994,No,7,4,Yes
44,Sales,19,5,1,3219,No,7,2,No
42,Sales,21,5,2,2574,No,12,2,Yes
40,Sales,3,5,4,11985,Yes,9,3,Yes
40,Sales,12,3,1,12614,No,6,2,No
57,Sales,26,4,1,6657,Yes,1,4,Yes
50,R&D,19,4,2,11011,No,8,3,No
39,Sales,19,3,3,4649,Yes,1,3,No
23,R&D,13,5,3,12144,No,3,3,No
22,R&D,28,2,3,12247,No,11,1,No
26,R&D,7,5,2,9213,No,5,3,No
41,Human Resources,15,5,3,6707,No,8,2,No
32,Human Resources,23,3,4,13724,No,9,1,Yes
23,R&D,7,4,4,9641,Yes,7,1,No
24,Human Resources,26,5,4,11152,No,9,1,No
44,Sales,8,4,4,11578,Yes,11,1,No
33,Sales,5,1,1,14225,No,3,1,No
41,R&D,21,4,4,6436,No,13,1,No
26,Sales,14,2,3,11807,No,5,1,No
58,R&D,4,2,2,3575,No,10,3,No
59,R&D,23,5,3,6376,No,8,4,No
51,Sales,10,4,4,7115,No,12,2,No
30,Human Resources,20,5,1,9765,Yes,1,2,Yes
55,Sales,15,3,4,8879,No,8,3,No
56,Sales,18,2,2,12616,No,7,3,No
43,R&D,20,5,3,11618,No,1,1,No
45,R&D,13,3,2,7152,No,13,4,No
38,R&D,29,5,2,9292,Yes,13,1,Yes
31,R&D,8,4,2,12973,No,10,3,No
51,Human Resources,9,4,3,11747,No,12,1,Yes
44,Human Resources,16,4,4,9956,Yes,10,2,No
53,Human Resources,19,4,2,7174,Yes,12,2,No
38,R&D,16,1,3,3041,No,6,1,Yes
38,R&D,7,3,1,4661,No,1,4,No
35,R&D,14,3,3,4751,No,2,1,No
30,Human Resources,28,4,1,11744,No,5,1,No
23,R&D,14,1,3,7069,No,2,4,No
46,Sales,25,4,4,5244,Yes,14,4,Yes
30,Sales,27,1,2,14561,No,10,4,No
43,R&D,4,4,4,8541,Yes,1,2,Yes
25,Sales,26,2,3,14849,No,6,1,No
47,Sales,15,2,2,7175,No,8,3,Yes
50,Human Resources,3,5,1,4060,No,8,4,No
55,R&D,5,4,3,14454,No,13,4,No
44,R&D,1,3,2,3664,No,13,1,No
58,Human Resources,3,5,1,7919,Yes,8,3,No
32,Sales,15,2,1,5222,No,11,1,No
27,Sales,24,4,4,13050,Yes,6,1,Yes
39,R&D,27,5,3,2970,No,11,4,No
42,Sales,8,4,1,12108,No,3,4,No
57,Human Resources,29,2,2,3968,No,1,2,Yes
59,Human Resources,4,5,1,10425,No,2,3,No
55,R&D,2,2,1,3308,No,5,3,No
38,Human Resources,29,1,4,10863,Yes,13,4,Yes
58,Human Resources,24,2,4,9219,No,10,4,Yes
46,R&D,24,4,2,14818,No,5,4,No
59,Human Resources,10,3,4,14834,No,10,3,No
33,Human Resources,4,2,1,14917,No,14,2,No
44,Human Resources,3,3,1,13091,No,1,3,No
43,Sales,2,1,4,7573,No,1,4,No
42,R&D,25,5,1,10512,Yes,9,4,Yes
48,R&D,17,5,1,4145,No,2,2,No
52,R&D,23,3,2,10749,No,7,1,No
27,Sales,21,5,4,3629,No,10,1,No
48,Sales,24,2,1,3853,No,4,3,Yes
55,R&D,20,3,4,3267,Yes,7,1,No
